Company;Position;Requirement;Description;Quota;Available;Address;
PT Pertamina Training & Consulting;Application Developer;Teliti dan Mampu berkoordinasi yang baik dengan tim, memiliki pengalaman atau pengetahuan yang baik di bidang IT Development dan IT Commercial;Sistem Informasi  * Merancang, mengembangkan perangkat lunak dengan menggunakan bahasa pemrograman PHP ataupun .Net  * Memahami kebutuhan pengguna dan mengonversikannya menjadi kode.  * Melakukan debugging dan pemeliharaan perangkat lunak.  * Berkolaborasi dengan tim pengembangan untuk merancang solusi perangkat lunak.  * Melakukan UAT terhadap perangkat lunak yang telah dibuat  * Membuat User Manual terhadap perangkat lunak yang telah dibuat;1;1;Jl. Abdul Muis No.52 - 56 A, RT.2/RW.3, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160;
PT Pralon;Programmer;1. Have understanding of Web Programming (PHP. HTML, Java Script)  2. Have understanding of Mobile Programming (Flutter)  3. Comfortable with numbers, metrics, excel  4. Good attitude, good integrity and behaviour  5. Required language (s): English, Bahasa Indonesia  6. Willing to be placed at Head Office PT.Pralon, Alam Sutera, Tangerang;1. Understand the needs of system/application/program  2. Create application code based on needs and design  3. Testing applications/programs  4. Install and configure applications/programs  5. Assist in making documentation;3;2;Head office, Synergy Building, Alam Sutera Serpong Tangerang, Banten;
PT Profesional Telekomunikasi Indonesia (Protelindo);Application Developer;- Experience in designing applications using .Net, ASP.Net, C#, PHP, or Node.js  - Fresh Graduate / Final Year in Information Technology.  - Ability to work in a team environment and work independently.;- Develop applications based on user needs by collaborating with respective stakeholders.  - Support other IT team's jobs based on request.;5;5;Menara BCA, 49th Floor, Jl. M.H. Thamrin No.1, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310;
PT Sat Nusapersada Tbk;Front End Developer;1)      Know how to use Figma (experienced preferable)  2)      Have experience in build web apps (e-commerce preferable)  3)      Understand concept of UI/UX  4)      Creative thinking;1. Work with developers to design algorithms and flowcharts  2. Produce clean, efficient code based on specifications  3. Integrate software components and third-party programs  4. Verify and deploy programs and systems  5. Troubleshoot, debug and upgrade existing software  6. Gather and evaluate user feedback  7. Recommend and execute improvements  8. Create technical documentation for reference and reporting;4;4;Jalan Pelita VI No. 99, Kampung Pelita, Lubuk Baja, Kota Batam;
PT Sat Nusapersada Tbk;Full Stack Developer;1. Minimal have experience in build web app using above tech stack (campus project also can)  ;1. Develop a state-of-the-art web application and WinForms solution.  2. Work with a diverse tech stack including .NET C#, Python, ReactJS, and SQL.  3. Contribute to both backend and frontend development for a seamless user experience.;2;2;Jalan Pelita VI No. 99, Kampung Pelita, Lubuk Baja, Kota Batam;
PT Sembilan Puluh Enam Derajat;Back End Developer;1. Understand programming languages such as Javascript (preferred), Python, Java, or Ruby.  2. Have basic knowledge of databases and SQL.  3. Have good problem-solving skills and an interest in technology.  4. Have good communication skills and can work in a team.  5. Having knowledge of web development & backend technology is a plus.;As a Backend Developer Intern, you will get a chance to understand and be involved in software development and contribute to developing and maintaining Flash Coffee's backend system/environment.  You'll work in a team dedicated to solving technical challenges, improving application performance, and building efficient solutions.    Jobs & Responsibilities  1. Build, test, and maintain applications' backends.  2. Understand & implement specified technical specifications, with a preference for JavaScript,  3. Participate in designing & developing new features.  4. Analyze problems and find effective solutions to them.  5. Optimize backend performances.  6. Help with integrating other systems and services.  7. Collaborating with the application development team and other teams in Flash Coffee.;4;2;WeWork Revenue Tower, SCBD 23rd Floor, Jl Jend Sudirman Kav 52-53 Senayan, Jakarta Selatan DKI Jakarta, Indonesia 12190;
PT Sinarmas Cakrawala Persada;Data Analyst;    Candidate must possess at least a Diploma, Bachelor's Degree, Computer Science/Information Technology, Information System, Business Studies/Administration/Management or equivalent.      Candidate must be in last semester, or waiting for final thesis.      Required skill(s): Power Point, MS Excel, MS Word, (able to operate Power BI, will be good)      Familiar with SAP will be good.      Required language(s): English, Bahasa Indonesia      Applicants must be willing to work in BSD - Tangerang.      No work experience required (Internship experience will be good)      Internship position(s) available.;    Make daily, weekly, monthly production achievement reports      Make daily monitoring stick reports, both at the branch and at the factory      Informing stock analysis to related departments, especially for focus areas      Make a manual book for the administration process      Provide excel training to the demand supply team;1;1;Green Office Park 9, BSD, Tangerang;
PT Solusi Multiguna Prima (Myfab);Web Developer;- Penguasaan bahasa pemrograman.  - Penguasaan Framework Web.;- Mengelola konten website perusahaan sesuai dengan kebutuhan dari perusahaan.  - Mengelola konten media sosial berfokus pada brand awareness dan interaksi dengan pengguna.;1;1;Jl. Kenari blok. G-1 no. 28L Delta Silicon V Lippo Cikarang, Kab. Bekasi;
PT Surya Semesta Internusa Tbk;Data Analyst;- Bachelor degree or final year student from Information System, Computerized Accounting, Computer Science  - Able to use Microsoft Excel  - Have a good communication skill and integrity  - Attentive to details  - Have basic knowledge about Data Warehouse, Data Analytic, Data Lake, ETL, Database System  - Willing to work full time (5 days a week, 8 hours)  - Willing to be placed at PT. Surya Semesta Internusa Tbk, Jakarta;- Assist in the preparation and cleaning of data for Data Warehouse/Analytic purposes  - Documenting the Data Warehouse / Analytics business process, design and configuration  - Test the Data Warehouse/Analytic system that has been implemented;1;1;Tempo Scan Tower, 20th Floor, Jl. Rasuna Said Kav 3-4, Kuningan, Jakarta Selatan, 12950;
PT Tibeka Logistik Indonesia;Back End Developer;Posisi ini bertanggung jawab untuk melakukan pengembangan web server dan produk digital untuk ekosistem Waresix sekaligus meningkatkan performa aplikasi yang ada.  Berikut Job Requirement yang akan menjadi nilai tambah :  - Jurusan Computer Science, Computer Engineering, atau bidang terkait.  - Keterampilan pemrograman yang rapi dan kuat  - Growth mindset.  - Tulis kode yang efisien dan bersih  - Pemahaman OOP yang kuat  - Struktur data yang kuat dan fundamental ilmu komputer  - Berpengalaman dalam menggunakan kontrol versi (Git)  - Berpengalaman dalam pengembangan server web menggunakan Go  - Berpengalaman dalam merancang dan mengimplementasikan struktur database yang efisien untuk server web  - Berpengalaman dan memahami proses pengujian, mis. berkolaborasi dengan kerangka otomatisasi pengujian untuk pengujian front-end dan back-end  - Berpengalaman dalam bekerja dengan tim skala besar dalam pengembangan perangkat lunak  - Berpengalaman dalam mengembangkan API menggunakan REST API atau gRPC berbasis JSON  - Berpengalaman dalam merancang arsitektur perangkat lunak yang dapat diskalakan dengan pola desain yang benar merupakan nilai tambah  - Berpengalaman dalam ekosistem layanan mikro merupakan nilai tambah;- Pengembangan Produk, Alat, dan Fitur  Mengembangkan aplikasi server web yang rapih dan tidak berat.  Meneliti, analisis, menguji, membuat tolak ukur, dan evaluasi teknologi baru.  Berkolaborasi sebagai bagian dari tim untuk membuat aplikasi yang diluncurkan tepat waktu.  Menjaga server aplikasi yang sudah ada.  Membuat kode yang berkualitas tinggi, rapih, dan dapat dipelihara menggunakan praktik terbaik engineering (uji coba unit, kontrol sumber, integrasi berkelanjutan, otomatisasi, merencanakan bentuk, dsb.).  Menulis, mengelola, dan memperbaharui dokumentasi yang berkaitan dengan pengembangan.  Mengumpulkan dan menganalisa data, memproses dan mengcoding untuk menyelesaikan masalah dan mengidentifikasi pengembangan area.    - Kolaborasi Proyek Produk  Bekerja bersama dengan tim Engineering Manager, Product Manager, Designer dan Engineer untuk membuat, menguji, dan menyebarkan produk.  Mengerti persyaratan proyek, menjelaskan kasus pengujian untuk pengembangan, dan mengikuti alur kerja pengembangan software.  Menulis, mengelola, dan memperbaharui proses pengembangan pada tools manajemen proyek yang sudah ada.    - Optimalisasi Produk  Memiliki pemahaman terkait bisnis dan produk, secara konstan mengoptimalisasi, identifikasi, dan memperbaiki produk, serta meningkatkan stabilitas dan pengalaman pengguna.  Optimalisasi aplikasi untuk performa dan skalabilitas maksimum.;3;3;Gandaria 8 Office Tower, Jalan Sultan Iskandar Muda No.10 Jakarta Selatan, Indonesia 12240;
